nim,nama,jenis_kelamin,program_studi,angkatan,semester,status_akademik,ipk,sks_lulus,kehadiran_persen,golongan_ukt,nominal_ukt,tunggakan_ukt,status_pembayaran,dosen_pa
22020054,Taufik Halim,L,S1 Sistem Informasi,2022,9,Aktif,2.64,148,65.2,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
22020055,Nadia Utami,P,S1 Sistem Informasi,2022,9,Lulus,3.05,148,87.9,6,5800000,0,Lunas,Dr. Sri Wahyuni
22020056,Elsa Ramadhan,P,S1 Sistem Informasi,2022,9,Lulus,3.81,148,89.4,5,4600000,0,Lunas,"Hendra Gunawan, M.Kom"
22020057,Andre Halim,L,S1 Sistem Informasi,2022,9,Non-Aktif,3.65,148,90.4,8,8500000,8500000,Menunggak,"Yuni Kartika, M.T"
22020058,Reza Hakim,L,S1 Sistem Informasi,2022,9,Aktif,2.65,148,64.0,5,4600000,6900000,Menunggak,"Ir. Bambang Setyo, M.Kom"
22020059,Ilham Utami,L,S1 Sistem Informasi,2022,9,Lulus,3.4,146,87.2,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
22020060,Taufik Firmansyah,L,S1 Sistem Informasi,2022,9,Lulus,3.59,148,84.9,2,1000000,0,Lunas,Dr. Arief Rahman
22020061,Bimo Wijaya,L,S1 Sistem Informasi,2022,9,Aktif,3.42,148,88.4,2,1000000,0,Lunas,"Hendra Gunawan, M.Kom"
22020062,Umar Rahmawati,L,S1 Sistem Informasi,2022,9,Aktif,3.71,148,90.7,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
22020063,Elsa Wijaya,P,S1 Sistem Informasi,2022,9,Lulus,4.0,148,100.0,6,5800000,0,Lunas,Dr. Arief Rahman
23040001,Gita Lestari,P,D3 Sistem Informasi,2023,7,Aktif,3.78,114,91.2,6,5800000,0,Lunas,Dr. Arief Rahman
23040002,Andre Firmansyah,L,D3 Sistem Informasi,2023,7,Aktif,3.3,119,86.6,4,3500000,0,Lunas,Dr. Sri Wahyuni
23040003,Dewi Ramadhan,P,D3 Sistem Informasi,2023,7,Non-Aktif,2.74,116,78.8,8,8500000,12750000,Menunggak,"Rizal Fadhillah, M.T"
23040004,Salsabila Halim,P,D3 Sistem Informasi,2023,7,Aktif,2.85,96,77.8,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
23040005,Nadia Santoso,P,D3 Sistem Informasi,2023,7,Aktif,4.0,116,83.7,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23040006,Tiara Saputra,P,D3 Sistem Informasi,2023,7,Aktif,3.15,107,97.4,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
23040007,Fajar Pratama,L,D3 Sistem Informasi,2023,7,Aktif,3.01,106,75.1,2,1000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23040008,Naufal Santoso,L,D3 Sistem Informasi,2023,7,Aktif,2.65,123,76.3,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
23040009,Gilang Wijaya,L,D3 Sistem Informasi,2023,7,Aktif,3.8,119,93.0,6,5800000,0,Lunas,"Dwi Handayani, M.Kom"
23040010,Rani Hakim,P,D3 Sistem Informasi,2023,7,Aktif,2.19,100,68.1,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
23040011,Umar Halim,L,D3 Sistem Informasi,2023,7,Aktif,3.5,125,83.2,5,4600000,4600000,Menunggak,"Yuni Kartika, M.T"
23040012,Rani Maulana,P,D3 Sistem Informasi,2023,7,Aktif,3.05,126,83.4,5,4600000,0,Lunas,"Nur Aisyah, M.Sc"
23040013,Bayu Saputra,L,D3 Sistem Informasi,2023,7,Aktif,3.85,106,86.4,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
23040014,Aditya Halim,L,D3 Sistem Informasi,2023,7,Aktif,3.28,128,82.2,3,2400000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23040015,Lutfi Nugroho,L,D3 Sistem Informasi,2023,7,Aktif,2.85,107,76.6,6,5800000,0,Lunas,Dr. Sri Wahyuni
23040016,Rizky Lestari,L,D3 Sistem Informasi,2023,7,Aktif,3.41,116,85.8,5,4600000,4600000,Menunggak,"Ir. Bambang Setyo, M.Kom"
23040017,Bimo Maulana,L,D3 Sistem Informasi,2023,7,Aktif,2.7,114,80.1,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
23040018,Maya Utami,P,D3 Sistem Informasi,2023,7,Aktif,2.46,110,68.7,2,1000000,1000000,Menunggak,"Dwi Handayani, M.Kom"
23040019,Aditya Syahputra,L,D3 Sistem Informasi,2023,7,Aktif,2.82,109,80.8,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23040020,Melati Rahmawati,P,D3 Sistem Informasi,2023,7,Aktif,3.64,119,80.6,4,3500000,0,Lunas,Dr. Arief Rahman
23040021,Taufik Lestari,L,D3 Sistem Informasi,2023,7,Aktif,2.9,103,82.9,7,7000000,0,Lunas,"Hendra Gunawan, M.Kom"
23040022,Dimas Hakim,L,D3 Sistem Informasi,2023,7,Aktif,3.24,109,91.8,7,7000000,0,Lunas,Dr. Sri Wahyuni
23040023,Dimas Wibowo,L,D3 Sistem Informasi,2023,7,Aktif,3.2,110,82.5,3,2400000,0,Lunas,Dr. Sri Wahyuni
23040024,Yusuf Setiawan,L,D3 Sistem Informasi,2023,7,Non-Aktif,3.21,114,87.7,7,7000000,3500000,Cicilan,"Nur Aisyah, M.Sc"
23040025,Citra Anggraini,P,D3 Sistem Informasi,2023,7,Aktif,4.0,117,96.4,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
23040026,Umar Wijaya,L,D3 Sistem Informasi,2023,7,Aktif,3.35,114,95.3,3,2400000,0,Lunas,"Yuni Kartika, M.T"
23040027,Galih Firmansyah,L,D3 Sistem Informasi,2023,7,Aktif,3.65,108,74.6,7,7000000,14000000,Menunggak,Dr. Sri Wahyuni
23040028,Vina Ramadhan,P,D3 Sistem Informasi,2023,7,Cuti,3.02,119,74.8,4,3500000,0,Lunas,Dr. Arief Rahman
23040029,Yusuf Hakim,L,D3 Sistem Informasi,2023,7,Aktif,3.18,104,82.0,4,3500000,7000000,Menunggak,"Dwi Handayani, M.Kom"
23040030,Ahmad Pratama,L,D3 Sistem Informasi,2023,7,Aktif,3.62,123,81.4,2,1000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23010001,Elsa Wijaya,P,S1 Informatika,2023,7,Aktif,2.71,104,67.1,5,4600000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23010002,Fikri Syahputra,L,S1 Informatika,2023,7,Aktif,2.23,107,61.2,3,2400000,3600000,Menunggak,"Hendra Gunawan, M.Kom"
23010003,Elsa Hakim,P,S1 Informatika,2023,7,Aktif,3.05,117,86.2,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
23010004,Yusuf Maulana,L,S1 Informatika,2023,7,Aktif,3.51,119,84.7,7,7000000,0,Lunas,"Yuni Kartika, M.T"
23010005,Zahra Wibowo,P,S1 Informatika,2023,7,Aktif,2.84,105,88.7,2,1000000,0,Lunas,"Nur Aisyah, M.Sc"
23010006,Andre Firmansyah,L,S1 Informatika,2023,7,Aktif,3.43,122,88.4,2,1000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23010007,Aditya Firmansyah,L,S1 Informatika,2023,7,Aktif,2.66,116,71.5,3,2400000,0,Lunas,"Yuni Kartika, M.T"
23010008,Elsa Permata,P,S1 Informatika,2023,7,Aktif,3.87,124,83.7,4,3500000,0,Lunas,Dr. Arief Rahman
23010009,Ilham Halim,L,S1 Informatika,2023,7,Aktif,3.5,111,82.8,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
23010010,Fajar Firmansyah,L,S1 Informatika,2023,7,Aktif,3.17,118,75.4,3,2400000,0,Lunas,Dr. Sri Wahyuni
23010011,Dimas Wibowo,L,S1 Informatika,2023,7,Aktif,3.3,108,75.8,7,7000000,0,Lunas,"Rizal Fadhillah, M.T"
23010012,Ilham Setiawan,L,S1 Informatika,2023,7,Aktif,3.54,119,82.1,4,3500000,0,Lunas,Dr. Sri Wahyuni
23010013,Galih Pratama,L,S1 Informatika,2023,7,Aktif,2.85,115,79.0,3,2400000,1200000,Cicilan,"Yuni Kartika, M.T"
23010014,Rizky Wibowo,L,S1 Informatika,2023,7,Aktif,3.41,111,84.7,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23010015,Rani Lestari,P,S1 Informatika,2023,7,Aktif,3.44,109,87.1,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
23010016,Yusuf Permata,L,S1 Informatika,2023,7,Aktif,3.31,98,78.4,1,500000,0,Lunas,"Hendra Gunawan, M.Kom"
23010017,Rani Nugroho,P,S1 Informatika,2023,7,Aktif,2.7,112,84.4,7,7000000,3500000,Cicilan,"Hendra Gunawan, M.Kom"
23010018,Maya Syahputra,P,S1 Informatika,2023,7,Aktif,3.8,125,93.0,6,5800000,0,Lunas,"Hendra Gunawan, M.Kom"
23010019,Dandi Pratama,L,S1 Informatika,2023,7,Aktif,3.46,117,96.0,6,5800000,0,Lunas,"Dwi Handayani, M.Kom"
23010020,Sinta Permata,P,S1 Informatika,2023,7,Aktif,3.2,114,78.4,7,7000000,14000000,Menunggak,"Nur Aisyah, M.Sc"
23010021,Wahyu Rahmawati,L,S1 Informatika,2023,7,Aktif,2.88,108,93.4,4,3500000,0,Lunas,"Yuni Kartika, M.T"
23010022,Ilham Permata,L,S1 Informatika,2023,7,Aktif,2.79,99,71.3,6,5800000,0,Lunas,"Hendra Gunawan, M.Kom"
23010023,Oktavia Hidayat,P,S1 Informatika,2023,7,Aktif,2.72,110,81.5,6,5800000,2900000,Cicilan,Dr. Sri Wahyuni
23010024,Ahmad Maulana,L,S1 Informatika,2023,7,Aktif,2.51,112,78.7,7,7000000,0,Lunas,"Rizal Fadhillah, M.T"
23010025,Putri Lestari,P,S1 Informatika,2023,7,Aktif,2.98,118,84.3,7,7000000,0,Lunas,Dr. Arief Rahman
23010026,Fikri Nugroho,L,S1 Informatika,2023,7,Aktif,2.57,107,66.8,7,7000000,7000000,Menunggak,Dr. Sri Wahyuni
23010027,Elsa Saputra,P,S1 Informatika,2023,7,Aktif,3.05,113,79.8,2,1000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23010028,Wahyu Lestari,L,S1 Informatika,2023,7,Aktif,3.69,115,87.5,3,2400000,2400000,Menunggak,"Yuni Kartika, M.T"
23010029,Citra Pratama,P,S1 Informatika,2023,7,Aktif,2.98,112,70.8,5,4600000,0,Lunas,Dr. Arief Rahman
23010030,Hana Utami,P,S1 Informatika,2023,7,Aktif,2.61,112,77.4,1,500000,0,Lunas,Dr. Arief Rahman
23010031,Dewi Wibowo,P,S1 Informatika,2023,7,Non-Aktif,2.88,119,80.7,3,2400000,2400000,Menunggak,Dr. Sri Wahyuni
23010032,Joko Nugroho,L,S1 Informatika,2023,7,Aktif,2.53,108,80.4,5,4600000,0,Lunas,Dr. Sri Wahyuni
23010033,Citra Wijaya,P,S1 Informatika,2023,7,Aktif,3.46,114,85.4,2,1000000,0,Lunas,"Dwi Handayani, M.Kom"
23010034,Hafiz Utami,L,S1 Informatika,2023,7,Aktif,2.47,101,72.1,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
23010035,Indah Santoso,P,S1 Informatika,2023,7,Aktif,3.56,118,91.0,6,5800000,0,Lunas,Dr. Sri Wahyuni
23010036,Wahyu Kusuma,L,S1 Informatika,2023,7,Aktif,3.06,113,86.8,2,1000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23010037,Melati Permata,P,S1 Informatika,2023,7,Aktif,3.65,113,86.3,5,4600000,0,Lunas,Dr. Sri Wahyuni
23010038,Bimo Kusuma,L,S1 Informatika,2023,7,Aktif,3.01,118,89.1,6,5800000,0,Lunas,"Dwi Handayani, M.Kom"
23010039,Tiara Halim,P,S1 Informatika,2023,7,Aktif,3.1,119,75.6,5,4600000,0,Lunas,"Hendra Gunawan, M.Kom"
23010040,Hafiz Lestari,L,S1 Informatika,2023,7,Aktif,3.26,117,82.2,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
23010041,Andre Nugroho,L,S1 Informatika,2023,7,Non-Aktif,3.68,116,99.3,5,4600000,2300000,Cicilan,"Rizal Fadhillah, M.T"
23010042,Ahmad Hakim,L,S1 Informatika,2023,7,Aktif,3.08,124,95.5,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
23010043,Oktavia Kusuma,P,S1 Informatika,2023,7,Aktif,2.94,118,73.5,6,5800000,2900000,Cicilan,"Nur Aisyah, M.Sc"
23010044,Dewi Hakim,P,S1 Informatika,2023,7,Aktif,2.92,114,76.3,1,500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23010045,Naufal Maulana,L,S1 Informatika,2023,7,Aktif,3.35,121,75.2,6,5800000,11600000,Menunggak,Dr. Arief Rahman
23010046,Umar Wijaya,L,S1 Informatika,2023,7,Aktif,1.66,103,56.4,8,8500000,0,Lunas,"Hendra Gunawan, M.Kom"
23010047,Rani Pratama,P,S1 Informatika,2023,7,Aktif,2.98,121,87.7,2,1000000,1500000,Menunggak,"Nur Aisyah, M.Sc"
23010048,Joko Halim,L,S1 Informatika,2023,7,Aktif,2.57,112,75.8,3,2400000,0,Lunas,"Yuni Kartika, M.T"
23010049,Reza Wibowo,L,S1 Informatika,2023,7,Aktif,3.41,124,92.7,3,2400000,0,Lunas,"Hendra Gunawan, M.Kom"
23010050,Citra Wijaya,P,S1 Informatika,2023,7,Aktif,2.82,114,72.4,1,500000,0,Lunas,"Rizal Fadhillah, M.T"
23010051,Ahmad Hakim,L,S1 Informatika,2023,7,Aktif,3.07,119,80.9,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
23010052,Lutfi Rahmawati,L,S1 Informatika,2023,7,Aktif,2.85,109,71.7,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
23010053,Dimas Saputra,L,S1 Informatika,2023,7,Aktif,3.33,120,89.7,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
23010054,Anisa Wijaya,P,S1 Informatika,2023,7,Aktif,3.79,116,88.6,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
23010055,Aditya Lestari,L,S1 Informatika,2023,7,Cuti,3.08,112,81.5,3,2400000,0,Lunas,"Yuni Kartika, M.T"
23010056,Fajar Firmansyah,L,S1 Informatika,2023,7,Aktif,4.0,117,86.0,4,3500000,0,Lunas,Dr. Arief Rahman
23010057,Ayu Lestari,P,S1 Informatika,2023,7,Aktif,3.7,123,77.9,3,2400000,0,Lunas,Dr. Sri Wahyuni
23010058,Putri Santoso,P,S1 Informatika,2023,7,Aktif,3.29,110,83.6,6,5800000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23010059,Indah Halim,P,S1 Informatika,2023,7,Non-Aktif,3.21,107,84.4,5,4600000,2300000,Cicilan,"Hendra Gunawan, M.Kom"
23010060,Zahra Setiawan,P,S1 Informatika,2023,7,Aktif,3.91,112,84.0,5,4600000,0,Lunas,Dr. Arief Rahman
23010061,Dandi Firmansyah,L,S1 Informatika,2023,7,Aktif,3.64,112,90.4,5,4600000,0,Lunas,"Yuni Kartika, M.T"
23010062,Bimo Pratama,L,S1 Informatika,2023,7,Aktif,3.15,114,94.3,1,500000,0,Lunas,"Nur Aisyah, M.Sc"
23010063,Rani Wijaya,P,S1 Informatika,2023,7,Aktif,2.84,103,75.9,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
23010064,Bagas Hidayat,L,S1 Informatika,2023,7,Aktif,2.92,116,78.8,8,8500000,0,Lunas,"Hendra Gunawan, M.Kom"
23010065,Farah Wijaya,P,S1 Informatika,2023,7,Aktif,3.73,108,76.8,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
23010066,Dandi Lestari,L,S1 Informatika,2023,7,Aktif,2.27,104,60.9,5,4600000,6900000,Menunggak,"Nur Aisyah, M.Sc"
23010067,Taufik Maulana,L,S1 Informatika,2023,7,Aktif,3.0,114,77.4,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
23010068,Andini Wijaya,P,S1 Informatika,2023,7,Aktif,3.1,123,75.2,6,5800000,0,Lunas,Dr. Arief Rahman
23010069,Anisa Pratama,P,S1 Informatika,2023,7,Aktif,3.67,126,87.5,4,3500000,3500000,Menunggak,Dr. Sri Wahyuni
23010070,Andre Maulana,L,S1 Informatika,2023,7,Aktif,2.96,115,81.0,8,8500000,0,Lunas,"Dwi Handayani, M.Kom"
23010071,Kartika Lestari,P,S1 Informatika,2023,7,Aktif,3.03,109,75.9,5,4600000,0,Lunas,"Yuni Kartika, M.T"
23010072,Nadia Wijaya,P,S1 Informatika,2023,7,Aktif,3.59,113,86.5,5,4600000,0,Lunas,"Nur Aisyah, M.Sc"
23010073,Satrio Ramadhan,L,S1 Informatika,2023,7,Aktif,3.5,116,83.0,4,3500000,0,Lunas,"Yuni Kartika, M.T"
23010074,Taufik Kusuma,L,S1 Informatika,2023,7,Aktif,3.05,119,82.1,3,2400000,0,Lunas,"Yuni Kartika, M.T"
23010075,Citra Syahputra,P,S1 Informatika,2023,7,Aktif,2.85,113,76.6,5,4600000,0,Lunas,"Hendra Gunawan, M.Kom"
23010076,Bayu Wijaya,L,S1 Informatika,2023,7,Aktif,2.65,100,77.9,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
23010077,Cahaya Halim,P,S1 Informatika,2023,7,Aktif,3.02,117,76.1,7,7000000,0,Lunas,"Rizal Fadhillah, M.T"
23010078,Taufik Halim,L,S1 Informatika,2023,7,Aktif,3.64,118,75.3,1,500000,0,Lunas,"Nur Aisyah, M.Sc"
23010079,Salsabila Hakim,P,S1 Informatika,2023,7,Aktif,2.82,104,82.5,4,3500000,0,Lunas,"Yuni Kartika, M.T"
23010080,Rizky Permata,L,S1 Informatika,2023,7,Aktif,3.37,116,86.3,3,2400000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23010081,Bagas Permata,L,S1 Informatika,2023,7,Aktif,3.0,108,75.6,3,2400000,0,Lunas,Dr. Arief Rahman
23010082,Tiara Setiawan,P,S1 Informatika,2023,7,Aktif,3.45,116,85.3,3,2400000,0,Lunas,"Dwi Handayani, M.Kom"
23010083,Laras Saputra,P,S1 Informatika,2023,7,Cuti,3.46,119,85.7,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
23010084,Dimas Nugroho,L,S1 Informatika,2023,7,Aktif,3.34,111,70.9,5,4600000,0,Lunas,"Hendra Gunawan, M.Kom"
23010085,Satrio Maulana,L,S1 Informatika,2023,7,Aktif,2.63,110,68.8,6,5800000,0,Lunas,Dr. Arief Rahman
23010086,Gilang Permata,L,S1 Informatika,2023,7,Non-Aktif,2.81,123,71.7,7,7000000,10500000,Menunggak,Dr. Sri Wahyuni
23010087,Reza Maulana,L,S1 Informatika,2023,7,Aktif,3.31,118,84.8,5,4600000,0,Lunas,Dr. Arief Rahman
23010088,Gilang Kusuma,L,S1 Informatika,2023,7,Aktif,3.4,114,82.0,5,4600000,0,Lunas,"Nur Aisyah, M.Sc"
23010089,Andini Wibowo,P,S1 Informatika,2023,7,Aktif,3.25,127,86.9,6,5800000,5800000,Menunggak,Dr. Arief Rahman
23010090,Reza Anggraini,L,S1 Informatika,2023,7,Aktif,2.67,107,82.3,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
23030001,Elsa Setiawan,P,S1 Sains Data,2023,7,Aktif,3.09,102,87.1,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
23030002,Wahyu Wijaya,L,S1 Sains Data,2023,7,Aktif,3.41,116,84.4,3,2400000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23030003,Ilham Hidayat,L,S1 Sains Data,2023,7,Aktif,2.43,108,64.2,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
23030004,Nadia Permata,P,S1 Sains Data,2023,7,Aktif,3.1,127,89.1,8,8500000,8500000,Menunggak,"Yuni Kartika, M.T"
23030005,Rizky Pratama,L,S1 Sains Data,2023,7,Aktif,3.49,113,88.2,5,4600000,0,Lunas,Dr. Arief Rahman
23030006,Naufal Syahputra,L,S1 Sains Data,2023,7,Aktif,3.33,114,68.2,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
23030007,Kartika Wijaya,P,S1 Sains Data,2023,7,Aktif,3.34,122,85.7,3,2400000,0,Lunas,"Dwi Handayani, M.Kom"
23030008,Aditya Anggraini,L,S1 Sains Data,2023,7,Aktif,3.13,121,81.0,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
23030009,Wahyu Rahmawati,L,S1 Sains Data,2023,7,Aktif,3.31,113,75.6,6,5800000,5800000,Menunggak,"Nur Aisyah, M.Sc"
23030010,Dandi Nugroho,L,S1 Sains Data,2023,7,Aktif,3.03,109,67.2,1,500000,750000,Menunggak,Dr. Arief Rahman
23030011,Ilham Setiawan,L,S1 Sains Data,2023,7,Aktif,3.49,115,98.0,6,5800000,5800000,Menunggak,"Rizal Fadhillah, M.T"
23030012,Naufal Santoso,L,S1 Sains Data,2023,7,Cuti,3.53,121,86.7,8,8500000,0,Lunas,"Yuni Kartika, M.T"
23030013,Aditya Maulana,L,S1 Sains Data,2023,7,Aktif,3.28,110,85.0,7,7000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23030014,Hafiz Lestari,L,S1 Sains Data,2023,7,Aktif,4.0,115,98.4,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
23030015,Ayu Lestari,P,S1 Sains Data,2023,7,Aktif,2.54,115,79.4,6,5800000,0,Lunas,"Dwi Handayani, M.Kom"
23030016,Lutfi Lestari,L,S1 Sains Data,2023,7,Aktif,3.45,116,89.5,3,2400000,0,Lunas,"Rizal Fadhillah, M.T"
23030017,Putri Santoso,P,S1 Sains Data,2023,7,Aktif,3.23,117,81.1,1,500000,0,Lunas,"Dwi Handayani, M.Kom"
23030018,Sinta Permata,P,S1 Sains Data,2023,7,Aktif,3.71,112,82.0,2,1000000,0,Lunas,"Yuni Kartika, M.T"
23030019,Yusuf Syahputra,L,S1 Sains Data,2023,7,Aktif,3.32,114,82.7,3,2400000,0,Lunas,"Yuni Kartika, M.T"
23030020,Naufal Rahmawati,L,S1 Sains Data,2023,7,Aktif,3.19,115,89.8,2,1000000,0,Lunas,"Dwi Handayani, M.Kom"
23030021,Sinta Kusuma,P,S1 Sains Data,2023,7,Aktif,3.8,127,95.9,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
23030022,Joko Setiawan,L,S1 Sains Data,2023,7,Aktif,3.28,106,81.7,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
23030023,Indah Wibowo,P,S1 Sains Data,2023,7,Aktif,2.99,103,85.0,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
23030024,Hana Setiawan,P,S1 Sains Data,2023,7,Aktif,3.3,108,83.2,6,5800000,0,Lunas,"Yuni Kartika, M.T"
23030025,Zahra Hakim,P,S1 Sains Data,2023,7,Aktif,3.04,115,89.5,3,2400000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23030026,Maya Wijaya,P,S1 Sains Data,2023,7,Aktif,3.39,117,80.3,5,4600000,0,Lunas,Dr. Arief Rahman
23030027,Fikri Maulana,L,S1 Sains Data,2023,7,Non-Aktif,2.65,101,81.0,4,3500000,1750000,Cicilan,Dr. Sri Wahyuni
23030028,Andre Permata,L,S1 Sains Data,2023,7,Aktif,3.71,122,88.3,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
23030029,Elsa Halim,P,S1 Sains Data,2023,7,Cuti,3.11,111,80.4,7,7000000,0,Lunas,"Yuni Kartika, M.T"
23030030,Hafiz Syahputra,L,S1 Sains Data,2023,7,Aktif,3.15,124,72.9,4,3500000,0,Lunas,"Yuni Kartika, M.T"
23030031,Anisa Utami,P,S1 Sains Data,2023,7,Aktif,3.68,118,87.5,8,8500000,0,Lunas,"Dwi Handayani, M.Kom"
23030032,Joko Nugroho,L,S1 Sains Data,2023,7,Aktif,2.8,99,80.0,3,2400000,0,Lunas,"Hendra Gunawan, M.Kom"
23030033,Anisa Ramadhan,P,S1 Sains Data,2023,7,Non-Aktif,3.35,105,94.3,4,3500000,3500000,Menunggak,"Rizal Fadhillah, M.T"
23030034,Elsa Anggraini,P,S1 Sains Data,2023,7,Aktif,3.15,114,79.3,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
23030035,Aditya Kusuma,L,S1 Sains Data,2023,7,Non-Aktif,2.15,109,67.6,3,2400000,2400000,Menunggak,"Dwi Handayani, M.Kom"
23030036,Citra Nugroho,P,S1 Sains Data,2023,7,Aktif,2.39,100,70.9,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
23030037,Fajar Anggraini,L,S1 Sains Data,2023,7,Aktif,3.29,115,85.8,3,2400000,0,Lunas,Dr. Sri Wahyuni
23030038,Ahmad Rahmawati,L,S1 Sains Data,2023,7,Aktif,3.77,121,90.2,5,4600000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
23030039,Indah Syahputra,P,S1 Sains Data,2023,7,Aktif,3.31,120,81.3,4,3500000,7000000,Menunggak,"Nur Aisyah, M.Sc"
23030040,Andini Setiawan,P,S1 Sains Data,2023,7,Aktif,3.43,114,94.8,3,2400000,0,Lunas,Dr. Arief Rahman
23030041,Dandi Pratama,L,S1 Sains Data,2023,7,Aktif,3.59,125,78.9,8,8500000,0,Lunas,Dr. Arief Rahman
23030042,Andini Anggraini,P,S1 Sains Data,2023,7,Aktif,2.74,112,74.2,7,7000000,0,Lunas,"Nur Aisyah, M.Sc"
23020001,Salsabila Anggraini,P,S1 Sistem Informasi,2023,7,Aktif,3.85,115,96.2,7,7000000,3500000,Cicilan,"Rizal Fadhillah, M.T"
23020002,Lutfi Saputra,L,S1 Sistem Informasi,2023,7,Aktif,3.42,114,81.0,8,8500000,0,Lunas,"Dwi Handayani, M.Kom"
23020003,Ahmad Nugroho,L,S1 Sistem Informasi,2023,7,Cuti,2.82,125,75.8,4,3500000,0,Lunas,"Yuni Kartika, M.T"
23020004,Cahaya Maulana,P,S1 Sistem Informasi,2023,7,Aktif,2.23,104,76.6,6,5800000,2900000,Cicilan,"Rizal Fadhillah, M.T"
23020005,Andre Wijaya,L,S1 Sistem Informasi,2023,7,Aktif,3.32,122,87.1,6,5800000,0,Lunas,Dr. Sri Wahyuni
23020006,Joko Santoso,L,S1 Sistem Informasi,2023,7,Aktif,3.06,115,70.0,5,4600000,0,Lunas,"Yuni Kartika, M.T"
23020007,Cahaya Ramadhan,P,S1 Sistem Informasi,2023,7,Aktif,3.71,122,85.0,6,5800000,8700000,Menunggak,Dr. Sri Wahyuni
23020008,Bayu Hidayat,L,S1 Sistem Informasi,2023,7,Aktif,3.24,118,83.8,4,3500000,1750000,Cicilan,Dr. Sri Wahyuni
23020009,Satrio Wibowo,L,S1 Sistem Informasi,2023,7,Aktif,3.77,127,83.4,7,7000000,0,Lunas,Dr. Sri Wahyuni
23020010,Wahyu Firmansyah,L,S1 Sistem Informasi,2023,7,Aktif,4.0,130,100.0,3,2400000,0,Lunas,"Dwi Handayani, M.Kom"
23020011,Tiara Syahputra,P,S1 Sistem Informasi,2023,7,Aktif,3.12,111,85.7,3,2400000,0,Lunas,"Yuni Kartika, M.T"
23020012,Dandi Lestari,L,S1 Sistem Informasi,2023,7,Aktif,3.48,112,79.2,4,3500000,0,Lunas,Dr. Sri Wahyuni
23020013,Hafiz Lestari,L,S1 Sistem Informasi,2023,7,Aktif,2.65,118,77.7,6,5800000,0,Lunas,Dr. Arief Rahman
23020014,Bagas Ramadhan,L,S1 Sistem Informasi,2023,7,Aktif,3.86,125,88.9,1,500000,0,Lunas,"Dwi Handayani, M.Kom"
